loan_id,reporting_date,product_type,origination_date,original_amount,outstanding_balance,credit_score_origination,credit_score_current,days_past_due,interest_rate,industry_sector,geography,pd_12m,pd_lifetime,lgd,ifrs9_stage,ecl_amount,ecl_rate,credit_band,vintage_year
LN0003307,2024-12-31,Personal Loan,2022-06-12,19876.66,9393.37,626,649,60,9.54,N/A,Central,0.24,0.72,0.5456,2,3690.02,39.2832,Poor (600-649),2022
LN0004998,2024-12-31,Mortgage,2023-01-23,279000.44,152117.41,755,779,120,4.21,N/A,North,0.028,0.084,0.2884,3,3685.14,2.4226,Excellent (750+),2023
LN0002021,2024-12-31,SME Loan,2020-02-26,113932.17,33651.87,600,625,0,7.96,Services,North,0.065,0.195,0.5593,2,3670.19,10.9063,Poor (600-649),2020
LN0004376,2024-12-31,Personal Loan,2023-07-11,9195.15,6211.94,559,514,180,9.51,N/A,West,0.96,1.0,0.5895,3,3661.94,58.95,Very Poor (<600),2023
LN0003432,2024-12-31,SME Loan,2020-06-12,133744.25,35919.98,646,613,0,7.91,Services,Central,0.065,0.195,0.5204,2,3645.09,10.1478,Poor (600-649),2020
LN0003270,2024-12-31,Auto Loan,2023-06-18,39293.74,23037.16,489,422,30,8.3,N/A,Central,0.18,0.54,0.2923,2,3636.23,15.7842,Very Poor (<600),2023
LN0003492,2024-12-31,Auto Loan,2020-06-27,37042.82,10600.17,526,528,60,7.67,N/A,West,0.36,1.0,0.3372,2,3574.38,33.72,Very Poor (<600),2020
LN0004557,2024-12-31,Auto Loan,2023-12-23,25810.56,18745.33,492,453,30,7.7,N/A,South,0.18,0.54,0.3491,2,3533.76,18.8514,Very Poor (<600),2023
LN0003953,2024-12-31,SME Loan,2022-07-24,71519.5,31240.01,618,607,0,7.87,Technology,East,0.065,0.195,0.5797,2,3531.42,11.3042,Poor (600-649),2022
LN0000550,2024-12-31,Auto Loan,2023-12-19,49739.41,34581.84,559,561,0,7.41,N/A,East,0.09,0.27,0.377,2,3520.09,10.179,Very Poor (<600),2023
LN0000844,2024-12-31,SME Loan,2020-10-01,23514.39,6863.16,591,559,180,8.31,Retail,South,1.0,1.0,0.5066,3,3476.88,50.66,Very Poor (<600),2020
LN0000502,2024-12-31,Personal Loan,2023-05-10,47713.94,31483.68,658,665,30,9.59,N/A,East,0.06,0.18,0.6108,2,3461.44,10.9944,Fair (650-699),2023
LN0002905,2024-12-31,Personal Loan,2023-09-02,22605.84,15655.93,649,628,30,9.81,N/A,North,0.12,0.36,0.6101,2,3438.61,21.9636,Poor (600-649),2023
LN0001831,2024-12-31,SME Loan,2021-12-11,51577.4,18877.78,559,555,0,8.6,Healthcare,North,0.13,0.39,0.4638,2,3414.65,18.0882,Very Poor (<600),2021
LN0003015,2024-12-31,Auto Loan,2023-12-22,26946.32,21301.77,593,578,30,7.02,N/A,Central,0.18,0.54,0.2921,2,3360.01,15.7734,Very Poor (<600),2023
LN0004451,2024-12-31,Personal Loan,2023-09-12,7512.98,5042.52,575,592,90,9.46,N/A,East,0.48,1.0,0.6534,2,3294.78,65.3399,Very Poor (<600),2023
LN0004026,2024-12-31,Credit Card,2023-05-30,14157.59,9275.37,602,558,0,18.26,N/A,East,0.15,0.45,0.7885,2,3291.13,35.4825,Very Poor (<600),2023
LN0004553,2024-12-31,Mortgage,2022-07-22,291187.85,144561.61,818,770,120,3.91,N/A,Central,0.028,0.084,0.2686,3,3261.66,2.2562,Excellent (750+),2022
LN0003574,2024-12-31,SME Loan,2021-04-13,96470.05,27158.73,648,638,0,8.46,Retail,North,0.065,0.195,0.5981,2,3167.51,11.663,Poor (600-649),2021
LN0003038,2024-12-31,SME Loan,2021-01-20,100386.8,26947.05,653,646,0,7.93,Retail,Central,0.065,0.195,0.5987,2,3145.97,11.6746,Poor (600-649),2021
LN0001983,2024-12-31,Personal Loan,2022-03-16,16831.04,7181.24,524,493,30,10.12,N/A,Central,0.24,0.72,0.6076,2,3141.59,43.7472,Very Poor (<600),2022
LN0003614,2024-12-31,Auto Loan,2021-01-11,35536.09,9448.75,609,597,90,7.14,N/A,East,0.36,1.0,0.3323,2,3139.82,33.23,Very Poor (<600),2021
LN0003221,2024-12-31,Personal Loan,2023-10-21,19573.5,12926.7,594,590,0,9.45,N/A,North,0.12,0.36,0.6712,2,3123.5,24.1632,Very Poor (<600),2023
LN0001172,2024-12-31,SME Loan,2023-05-13,53094.07,30138.54,600,617,0,8.6,Construction,North,0.065,0.195,0.5313,2,3122.46,10.3604,Poor (600-649),2023
LN0002575,2024-12-31,Mortgage,2020-11-28,102458.83,29698.98,598,618,60,5.4,N/A,South,0.14,0.42,0.2501,2,3119.64,10.5042,Poor (600-649),2020
LN0000568,2024-12-31,Personal Loan,2022-11-09,23863.0,13082.61,610,558,0,9.73,N/A,Central,0.12,0.36,0.6515,2,3068.4,23.454,Very Poor (<600),2022
LN0002165,2024-12-31,Personal Loan,2022-02-12,41004.62,15427.95,671,666,90,9.63,N/A,West,0.12,0.36,0.5512,2,3061.4,19.8432,Fair (650-699),2022
LN0002849,2024-12-31,Personal Loan,2023-10-30,21852.84,15723.54,561,560,0,10.06,N/A,North,0.12,0.36,0.5401,2,3057.22,19.4436,Very Poor (<600),2023
LN0003955,2024-12-31,Mortgage,2020-06-18,307677.46,90728.47,705,736,180,4.74,N/A,South,0.056,0.168,0.1997,3,3043.9,3.355,Good (700-749),2020
LN0004250,2024-12-31,SME Loan,2021-12-29,46666.21,17797.99,504,553,0,8.78,Healthcare,East,0.13,0.39,0.4385,2,3043.72,17.1015,Very Poor (<600),2021
LN0004444,2024-12-31,Personal Loan,2021-09-18,23996.98,7080.35,631,642,90,9.24,N/A,North,0.24,0.72,0.5969,2,3042.91,42.9768,Poor (600-649),2021
LN0002124,2024-12-31,Personal Loan,2021-09-27,21170.93,7132.99,622,585,30,10.03,N/A,West,0.24,0.72,0.5884,2,3021.88,42.3648,Very Poor (<600),2021
LN0001770,2024-12-31,Personal Loan,2023-02-08,20729.04,12327.57,582,585,0,9.6,N/A,South,0.12,0.36,0.673,2,2986.72,24.228,Very Poor (<600),2023
LN0004560,2024-12-31,SME Loan,2020-06-14,93380.4,25700.59,653,622,0,8.45,Healthcare,East,0.065,0.195,0.5954,2,2983.92,11.6103,Poor (600-649),2020
LN0002903,2024-12-31,Mortgage,2020-10-07,95838.5,25216.75,702,661,180,4.66,N/A,West,0.14,0.42,0.2791,3,2955.96,11.7222,Fair (650-699),2020
LN0000339,2024-12-31,Personal Loan,2022-10-30,26434.59,13861.31,520,595,0,10.37,N/A,East,0.12,0.36,0.5882,2,2935.16,21.1752,Very Poor (<600),2022
LN0002364,2024-12-31,Personal Loan,2020-05-26,22881.37,6305.57,658,583,30,9.85,N/A,Central,0.24,0.72,0.6465,2,2935.12,46.5481,Very Poor (<600),2020
LN0004653,2024-12-31,Personal Loan,2020-10-11,101383.02,28798.48,662,656,30,9.6,N/A,North,0.06,0.18,0.5615,2,2910.66,10.107,Fair (650-699),2020
LN0004591,2024-12-31,Personal Loan,2022-11-27,41505.01,23595.62,622,600,0,9.99,N/A,South,0.06,0.18,0.6852,2,2910.19,12.3336,Very Poor (<600),2022
LN0000825,2024-12-31,Personal Loan,2023-07-07,38059.91,25498.5,682,632,0,9.69,N/A,South,0.06,0.18,0.6333,2,2906.68,11.3994,Poor (600-649),2023
LN0004945,2024-12-31,Auto Loan,2022-08-17,54044.94,26794.81,513,561,0,8.08,N/A,Central,0.09,0.27,0.3989,2,2885.88,10.7703,Very Poor (<600),2022
LN0001348,2024-12-31,Personal Loan,2023-08-22,21401.31,14215.73,576,599,0,9.37,N/A,West,0.12,0.36,0.5603,2,2867.43,20.1708,Very Poor (<600),2023
LN0001553,2024-12-31,Credit Card,2023-12-16,11025.17,8074.19,600,583,0,19.24,N/A,North,0.15,0.45,0.7801,2,2834.4,35.1045,Very Poor (<600),2023
LN0003164,2024-12-31,Personal Loan,2023-02-13,20158.75,11614.58,577,580,0,10.04,N/A,West,0.12,0.36,0.6721,2,2810.22,24.1956,Very Poor (<600),2023
LN0001769,2024-12-31,Personal Loan,2023-03-22,6899.66,4170.98,534,548,180,9.77,N/A,North,0.96,1.0,0.6695,3,2792.47,66.95,Very Poor (<600),2023
LN0003143,2024-12-31,Personal Loan,2023-08-06,18279.08,11235.44,658,633,30,9.44,N/A,North,0.12,0.36,0.688,2,2782.79,24.768,Poor (600-649),2023
LN0002585,2024-12-31,Personal Loan,2022-07-05,32772.43,13959.64,620,567,0,9.46,N/A,North,0.12,0.36,0.5534,2,2781.1,19.9224,Very Poor (<600),2022
LN0004604,2024-12-31,Personal Loan,2021-11-18,43018.17,14479.89,535,507,0,9.6,N/A,North,0.12,0.36,0.531,2,2767.98,19.116,Very Poor (<600),2021
LN0004669,2024-12-31,Auto Loan,2023-07-19,39885.59,25668.19,553,524,0,7.31,N/A,Central,0.09,0.27,0.3988,2,2763.85,10.7676,Very Poor (<600),2023
LN0000859,2024-12-31,Personal Loan,2021-01-22,25207.63,6691.1,608,639,60,9.92,N/A,North,0.24,0.72,0.5691,2,2741.69,40.9752,Poor (600-649),2021
LN0004691,2024-12-31,Personal Loan,2021-06-05,13292.88,3925.14,608,598,180,9.86,N/A,South,0.96,1.0,0.6956,3,2730.33,69.5601,Very Poor (<600),2021
LN0001797,2024-12-31,Auto Loan,2020-07-17,63900.04,17708.66,642,695,120,7.26,N/A,North,0.18,0.54,0.2849,3,2724.41,15.3846,Fair (650-699),2020
LN0000090,2024-12-31,Personal Loan,2023-04-24,21878.06,13328.33,568,573,0,10.2,N/A,Central,0.12,0.36,0.5632,2,2702.35,20.2752,Very Poor (<600),2023
LN0004943,2024-12-31,Credit Card,2023-06-01,17225.62,9974.83,575,565,0,18.62,N/A,North,0.15,0.45,0.6011,2,2698.14,27.0495,Very Poor (<600),2023
LN0002441,2024-12-31,Personal Loan,2023-11-21,18817.97,13463.9,645,598,0,9.94,N/A,West,0.12,0.36,0.5545,2,2687.66,19.962,Very Poor (<600),2023
LN0000272,2024-12-31,Credit Card,2022-03-02,12125.24,4424.83,635,637,60,18.88,N/A,South,0.3,0.9,0.6744,2,2685.69,60.6959,Poor (600-649),2022
LN0000141,2024-12-31,SME Loan,2023-11-06,34652.35,26546.78,648,635,0,8.12,Healthcare,East,0.065,0.195,0.5171,2,2676.83,10.0834,Poor (600-649),2023
LN0000653,2024-12-31,Personal Loan,2022-08-17,13505.18,6594.94,564,571,30,10.23,N/A,North,0.24,0.72,0.5609,2,2663.35,40.3847,Very Poor (<600),2022
LN0003071,2024-12-31,Auto Loan,2022-10-17,40514.82,19208.52,634,609,90,6.88,N/A,Central,0.18,0.54,0.2555,2,2650.2,13.797,Poor (600-649),2022
LN0004823,2024-12-31,Personal Loan,2022-05-02,27200.87,11903.96,536,551,0,10.24,N/A,South,0.12,0.36,0.6136,2,2629.54,22.0896,Very Poor (<600),2022
LN0000692,2024-12-31,Personal Loan,2020-09-27,19254.14,5767.34,708,644,60,9.24,N/A,Central,0.24,0.72,0.6297,2,2614.82,45.3384,Poor (600-649),2020
LN0002338,2024-12-31,Personal Loan,2023-02-15,22666.32,13981.37,766,721,180,8.81,N/A,West,0.096,0.288,0.6488,3,2612.48,18.6854,Good (700-749),2023
LN0000638,2024-12-31,Mortgage,2022-12-18,303300.26,168057.59,781,783,180,4.19,N/A,South,0.028,0.084,0.1846,3,2605.97,1.5506,Excellent (750+),2022
LN0003917,2024-12-31,Auto Loan,2022-05-10,21114.24,8321.25,481,517,120,7.36,N/A,North,0.72,1.0,0.3116,3,2592.9,31.16,Very Poor (<600),2022
LN0004515,2024-12-31,Personal Loan,2023-07-05,23019.58,14102.23,628,570,0,9.24,N/A,East,0.12,0.36,0.5086,2,2582.06,18.3096,Very Poor (<600),2023
LN0004523,2024-12-31,Credit Card,2023-11-09,6269.31,4147.03,653,637,180,18.59,N/A,West,0.6,1.0,0.6224,3,2581.11,62.24,Poor (600-649),2023
LN0003610,2024-12-31,SME Loan,2020-02-25,81641.45,23676.79,582,603,0,8.46,Services,South,0.065,0.195,0.5584,2,2578.12,10.8888,Poor (600-649),2020
LN0004586,2024-12-31,SME Loan,2021-11-18,69602.7,23345.68,656,648,0,8.05,Healthcare,North,0.065,0.195,0.5619,2,2558.0,10.9571,Poor (600-649),2021
LN0000321,2024-12-31,Personal Loan,2021-09-06,35057.65,10945.04,554,542,0,9.63,N/A,Central,0.12,0.36,0.6395,2,2519.77,23.022,Very Poor (<600),2021
LN0001012,2024-12-31,SME Loan,2021-04-25,36818.53,10936.03,559,552,0,8.82,Retail,South,0.13,0.39,0.5818,2,2481.41,22.6902,Very Poor (<600),2021
LN0003400,2024-12-31,Personal Loan,2023-10-13,14844.79,9881.06,569,594,0,9.82,N/A,North,0.12,0.36,0.6966,2,2477.93,25.0776,Very Poor (<600),2023
LN0003970,2024-12-31,Personal Loan,2021-09-21,31975.43,10676.42,699,595,0,9.52,N/A,East,0.12,0.36,0.6403,2,2461.0,23.0508,Very Poor (<600),2021
LN0000646,2024-12-31,Credit Card,2023-09-02,7060.32,4444.68,639,631,60,18.07,N/A,West,0.3,0.9,0.614,2,2456.13,55.26,Poor (600-649),2023
LN0004315,2024-12-31,SME Loan,2020-08-26,43272.57,11279.75,589,537,0,8.02,Construction,South,0.13,0.39,0.5564,2,2447.66,21.6996,Very Poor (<600),2020
LN0002336,2024-12-31,Personal Loan,2021-10-19,35060.85,12237.28,585,581,0,10.29,N/A,East,0.12,0.36,0.5551,2,2445.45,19.9836,Very Poor (<600),2021
LN0002326,2024-12-31,SME Loan,2023-01-11,39782.08,21484.76,665,624,0,8.03,Healthcare,East,0.065,0.195,0.5837,2,2445.43,11.3822,Poor (600-649),2023
LN0003644,2024-12-31,Personal Loan,2022-09-21,25317.59,12457.96,708,675,60,9.56,N/A,South,0.12,0.36,0.5446,2,2442.46,19.6056,Fair (650-699),2022
LN0001595,2024-12-31,Auto Loan,2020-08-28,26195.11,7294.36,558,561,60,7.4,N/A,North,0.36,1.0,0.3333,2,2431.21,33.33,Very Poor (<600),2020
LN0001448,2024-12-31,Credit Card,2023-09-23,12286.8,8473.04,459,452,0,19.63,N/A,East,0.15,0.45,0.6354,2,2422.7,28.593,Very Poor (<600),2023
LN0001525,2024-12-31,Personal Loan,2022-10-06,19414.32,9831.46,598,557,0,9.4,N/A,West,0.12,0.36,0.6746,2,2387.63,24.2856,Very Poor (<600),2022
LN0000575,2024-12-31,Credit Card,2022-10-26,13250.85,7308.67,567,611,30,18.82,N/A,North,0.15,0.45,0.7185,2,2363.08,32.3326,Poor (600-649),2022
LN0004983,2024-12-31,Auto Loan,2022-01-20,28594.29,11323.85,664,617,60,7.19,N/A,East,0.18,0.54,0.3834,2,2344.44,20.7036,Poor (600-649),2022
LN0004246,2024-12-31,Credit Card,2022-11-18,12399.24,6690.67,585,588,0,19.19,N/A,South,0.15,0.45,0.7774,2,2340.6,34.983,Very Poor (<600),2022
LN0004373,2024-12-31,Mortgage,2020-04-24,201598.97,59258.34,722,735,120,4.95,N/A,Central,0.056,0.168,0.2343,3,2332.55,3.9362,Good (700-749),2020
LN0001918,2024-12-31,Personal Loan,2023-05-08,17178.78,9900.77,587,578,0,10.25,N/A,West,0.12,0.36,0.6529,2,2327.12,23.5044,Very Poor (<600),2023
LN0000985,2024-12-31,Auto Loan,2023-02-22,40130.75,22661.48,565,597,0,7.32,N/A,West,0.09,0.27,0.3797,2,2323.23,10.2519,Very Poor (<600),2023
LN0002444,2024-12-31,Credit Card,2022-12-11,8080.49,4258.79,664,650,120,18.72,N/A,North,0.3,0.9,0.6059,3,2322.36,54.531,Poor (600-649),2022
LN0000383,2024-12-31,Auto Loan,2022-02-04,56514.24,22707.34,615,582,0,7.62,N/A,East,0.09,0.27,0.3786,2,2321.19,10.2222,Very Poor (<600),2022
LN0004830,2024-12-31,Personal Loan,2023-05-04,33516.98,20450.58,654,643,0,9.37,N/A,West,0.06,0.18,0.6289,2,2315.05,11.3202,Poor (600-649),2023
LN0004931,2024-12-31,Personal Loan,2021-08-29,10832.92,3341.26,502,490,60,10.21,N/A,West,0.48,1.0,0.6905,2,2307.14,69.05,Very Poor (<600),2021
LN0002478,2024-12-31,Auto Loan,2022-06-24,45578.85,21576.03,439,448,0,7.89,N/A,North,0.09,0.27,0.3955,2,2304.0,10.6785,Very Poor (<600),2022
LN0001957,2024-12-31,Auto Loan,2020-12-11,46973.77,12745.25,584,593,30,7.27,N/A,West,0.18,0.54,0.3344,2,2301.49,18.0576,Very Poor (<600),2020
LN0002089,2024-12-31,Credit Card,2023-05-26,10065.98,6751.38,556,598,0,18.71,N/A,West,0.15,0.45,0.7455,2,2264.92,33.5475,Very Poor (<600),2023
LN0000662,2024-12-31,SME Loan,2023-02-10,40081.75,21716.46,654,638,0,8.35,Healthcare,East,0.065,0.195,0.5325,2,2254.98,10.3837,Poor (600-649),2023
LN0000712,2024-12-31,Personal Loan,2023-10-28,14551.17,9912.16,517,526,0,10.39,N/A,South,0.12,0.36,0.6319,2,2254.86,22.7484,Very Poor (<600),2023
LN0002966,2024-12-31,Auto Loan,2023-03-19,38979.75,21206.23,593,618,30,7.41,N/A,South,0.09,0.27,0.3871,2,2216.41,10.4517,Poor (600-649),2023
LN0000381,2024-12-31,Mortgage,2022-09-15,221417.72,116705.17,746,755,180,4.15,N/A,East,0.028,0.084,0.2252,3,2207.69,1.8917,Excellent (750+),2022
LN0001132,2024-12-31,Personal Loan,2022-12-08,7802.34,4392.12,562,563,30,9.74,N/A,Central,0.24,0.72,0.6977,2,2206.36,50.2345,Very Poor (<600),2022
LN0003670,2024-12-31,Personal Loan,2021-12-28,62545.62,21180.5,618,634,0,9.43,N/A,South,0.06,0.18,0.5732,2,2185.32,10.3176,Poor (600-649),2021
LN0002042,2024-12-31,Personal Loan,2022-07-23,23018.93,11439.57,559,561,0,10.34,N/A,North,0.12,0.36,0.5279,2,2174.02,19.0044,Very Poor (<600),2022
LN0003890,2024-12-31,Personal Loan,2021-01-03,17323.83,5136.15,547,571,30,9.76,N/A,East,0.24,0.72,0.5862,2,2167.78,42.2063,Very Poor (<600),2021
LN0001478,2024-12-31,Auto Loan,2022-02-14,29471.77,10698.73,724,696,120,6.24,N/A,Central,0.18,0.54,0.3744,3,2163.03,20.2176,Fair (650-699),2022
LN0000632,2024-12-31,Credit Card,2023-08-15,9151.88,6408.94,573,560,0,18.65,N/A,West,0.15,0.45,0.7495,2,2161.58,33.7276,Very Poor (<600),2023
LN0003377,2024-12-31,Auto Loan,2020-12-24,42371.48,11895.13,620,627,60,7.16,N/A,Central,0.18,0.54,0.3334,2,2141.55,18.0036,Poor (600-649),2020
LN0004824,2024-12-31,Personal Loan,2022-06-27,25258.18,10970.43,602,573,0,9.72,N/A,North,0.12,0.36,0.537,2,2120.8,19.332,Very Poor (<600),2022
LN0002631,2024-12-31,Auto Loan,2020-08-11,26531.4,6939.51,533,505,180,7.45,N/A,East,0.72,1.0,0.3044,3,2112.39,30.44,Very Poor (<600),2020
LN0001428,2024-12-31,SME Loan,2021-01-04,40607.67,10514.76,563,559,0,8.8,Technology,South,0.13,0.39,0.5055,2,2072.93,19.7145,Very Poor (<600),2021
LN0001155,2024-12-31,Auto Loan,2023-09-12,28993.95,19808.7,567,554,0,6.92,N/A,Central,0.09,0.27,0.3851,2,2059.65,10.3977,Very Poor (<600),2023
LN0004707,2024-12-31,Auto Loan,2021-08-18,36682.96,10694.38,654,615,60,7.09,N/A,East,0.18,0.54,0.3553,2,2051.85,19.1862,Poor (600-649),2021
LN0002724,2024-12-31,Personal Loan,2023-04-07,30136.22,18742.48,629,620,0,9.23,N/A,East,0.06,0.18,0.6062,2,2045.1,10.9116,Poor (600-649),2023
LN0001693,2024-12-31,Personal Loan,2022-07-30,21715.78,10767.05,581,588,0,10.18,N/A,North,0.12,0.36,0.5273,2,2043.89,18.9828,Very Poor (<600),2022
LN0002495,2024-12-31,Personal Loan,2021-11-09,12618.4,4230.71,623,640,60,10.01,N/A,East,0.24,0.72,0.6704,2,2042.11,48.2687,Poor (600-649),2021
LN0002180,2024-12-31,Personal Loan,2020-08-17,28656.62,8229.68,476,482,0,10.06,N/A,Central,0.12,0.36,0.6818,2,2019.96,24.5448,Very Poor (<600),2020
LN0000649,2024-12-31,Auto Loan,2023-02-09,32752.05,20038.38,625,592,0,7.07,N/A,North,0.09,0.27,0.3728,2,2016.98,10.0656,Very Poor (<600),2023
LN0002639,2024-12-31,SME Loan,2021-07-04,35887.25,10742.79,494,427,0,8.45,Healthcare,Central,0.13,0.39,0.4812,2,2016.08,18.7668,Very Poor (<600),2021
LN0002494,2024-12-31,Personal Loan,2022-10-06,10148.87,4735.8,563,565,30,9.9,N/A,South,0.24,0.72,0.5888,2,2007.68,42.3937,Very Poor (<600),2022
LN0002647,2024-12-31,SME Loan,2020-04-18,66029.66,17907.31,603,612,0,8.15,Retail,North,0.065,0.195,0.5726,2,1999.48,11.1657,Poor (600-649),2020
LN0003429,2024-12-31,Credit Card,2023-06-21,4270.12,2840.62,588,577,30,18.31,N/A,Central,0.3,0.9,0.7762,2,1984.4,69.858,Very Poor (<600),2023
LN0000349,2024-12-31,Personal Loan,2020-09-28,35003.86,9750.9,581,542,0,9.45,N/A,Central,0.12,0.36,0.5627,2,1975.26,20.2572,Very Poor (<600),2020
LN0002429,2024-12-31,Mortgage,2022-03-09,270261.05,112606.41,777,793,180,4.36,N/A,North,0.028,0.084,0.2068,3,1956.11,1.7371,Excellent (750+),2022
LN0003685,2024-12-31,Auto Loan,2020-06-19,21813.67,6369.29,721,649,120,6.86,N/A,East,0.36,1.0,0.3067,3,1953.46,30.67,Poor (600-649),2020
LN0000311,2024-12-31,Personal Loan,2022-02-23,21192.85,8537.22,612,589,0,9.55,N/A,North,0.12,0.36,0.6336,2,1947.31,22.8096,Very Poor (<600),2022
LN0004266,2024-12-31,Personal Loan,2023-12-25,24727.04,17453.97,700,688,30,9.37,N/A,Central,0.06,0.18,0.6153,2,1933.1,11.0754,Fair (650-699),2023
LN0002289,2024-12-31,Personal Loan,2022-05-14,21817.77,9462.2,588,574,0,10.13,N/A,South,0.12,0.36,0.5671,2,1931.76,20.4155,Very Poor (<600),2022
LN0000148,2024-12-31,Personal Loan,2020-07-25,14263.37,3768.89,588,581,60,10.14,N/A,East,0.48,1.0,0.5124,2,1931.18,51.24,Very Poor (<600),2020
LN0004274,2024-12-31,Personal Loan,2020-06-23,14473.86,3913.5,677,656,120,9.24,N/A,West,0.24,0.72,0.6828,3,1923.94,49.1616,Fair (650-699),2020
LN0000606,2024-12-31,Personal Loan,2022-12-09,9090.3,4542.28,614,620,60,9.61,N/A,West,0.24,0.72,0.5871,2,1920.08,42.2713,Poor (600-649),2022
LN0002799,2024-12-31,SME Loan,2020-02-26,34735.89,9848.8,478,512,0,9.04,Retail,West,0.13,0.39,0.4998,2,1919.75,19.4922,Very Poor (<600),2020
LN0002046,2024-12-31,Auto Loan,2023-07-20,28217.0,18777.75,606,591,0,7.41,N/A,South,0.09,0.27,0.3783,2,1917.98,10.2141,Very Poor (<600),2023
LN0003091,2024-12-31,Personal Loan,2023-01-02,16983.51,8672.71,592,598,0,9.73,N/A,East,0.12,0.36,0.6123,2,1911.71,22.0428,Very Poor (<600),2023
LN0000650,2024-12-31,Personal Loan,2023-02-18,16008.01,8724.47,598,599,0,9.67,N/A,Central,0.12,0.36,0.6059,2,1903.02,21.8124,Very Poor (<600),2023
LN0004017,2024-12-31,Credit Card,2023-12-15,3980.88,3030.63,489,515,30,19.35,N/A,South,0.3,0.9,0.697,2,1901.11,62.7299,Very Poor (<600),2023
LN0002661,2024-12-31,Personal Loan,2020-03-25,16293.48,4836.46,574,615,90,9.59,N/A,East,0.24,0.72,0.5436,2,1892.95,39.1392,Poor (600-649),2020
LN0002350,2024-12-31,Mortgage,2021-05-11,326979.78,95629.13,762,790,180,4.85,N/A,North,0.028,0.084,0.23,3,1847.55,1.932,Excellent (750+),2021
LN0002329,2024-12-31,Auto Loan,2022-06-26,27294.2,12751.81,689,695,180,6.57,N/A,North,0.18,0.54,0.2681,3,1846.13,14.4774,Fair (650-699),2022
LN0001091,2024-12-31,Credit Card,2023-09-23,8267.02,6030.2,572,569,0,19.01,N/A,East,0.15,0.45,0.6796,2,1844.16,30.5821,Very Poor (<600),2023
LN0004402,2024-12-31,Personal Loan,2023-09-27,13020.83,8503.91,593,583,0,9.77,N/A,West,0.12,0.36,0.6019,2,1842.66,21.6684,Very Poor (<600),2023
LN0000710,2024-12-31,Auto Loan,2021-11-23,14266.83,4959.1,566,512,180,7.23,N/A,West,0.72,1.0,0.3688,3,1828.92,36.8801,Very Poor (<600),2021
LN0001410,2024-12-31,Credit Card,2021-02-25,18367.44,5290.74,584,591,0,18.87,N/A,South,0.15,0.45,0.7626,2,1815.62,34.3169,Very Poor (<600),2021
LN0000816,2024-12-31,Personal Loan,2023-05-23,14373.0,9589.55,563,573,0,9.99,N/A,East,0.12,0.36,0.5259,2,1815.53,18.9324,Very Poor (<600),2023
LN0000275,2024-12-31,Personal Loan,2020-01-30,26108.31,7675.28,553,542,0,9.89,N/A,North,0.12,0.36,0.6564,2,1813.7,23.6304,Very Poor (<600),2020
LN0004590,2024-12-31,Auto Loan,2021-03-02,40549.15,11583.33,576,576,30,7.53,N/A,South,0.18,0.54,0.2895,2,1810.82,15.633,Very Poor (<600),2021
LN0001281,2024-12-31,Auto Loan,2023-04-08,44895.82,26478.88,750,727,180,6.69,N/A,East,0.072,0.216,0.3153,3,1803.34,6.8105,Good (700-749),2023
LN0001820,2024-12-31,Personal Loan,2023-09-05,11121.33,7314.04,634,614,30,9.59,N/A,Central,0.12,0.36,0.6842,2,1801.54,24.6313,Poor (600-649),2023
LN0002357,2024-12-31,Credit Card,2022-07-03,6012.82,2703.45,588,585,30,18.97,N/A,South,0.3,0.9,0.7402,2,1800.98,66.6178,Very Poor (<600),2022
LN0000932,2024-12-31,Credit Card,2020-07-08,10378.74,2783.24,630,638,90,18.66,N/A,Central,0.3,0.9,0.7151,2,1791.27,64.3592,Poor (600-649),2020
LN0004041,2024-12-31,Credit Card,2023-10-18,3953.96,2549.66,624,636,60,18.65,N/A,South,0.3,0.9,0.7789,2,1787.34,70.1011,Poor (600-649),2023
LN0000252,2024-12-31,Personal Loan,2023-12-22,10138.39,7388.01,577,555,0,9.54,N/A,North,0.12,0.36,0.6704,2,1783.05,24.1344,Very Poor (<600),2023
LN0002282,2024-12-31,Personal Loan,2022-07-31,15961.64,7672.73,629,632,30,9.77,N/A,South,0.12,0.36,0.6437,2,1778.02,23.1732,Poor (600-649),2022
LN0000264,2024-12-31,Personal Loan,2022-04-07,20363.92,8246.57,615,596,0,10.17,N/A,East,0.12,0.36,0.5946,2,1765.23,21.4056,Very Poor (<600),2022
LN0003302,2024-12-31,SME Loan,2021-04-19,28475.87,7814.83,610,596,0,8.5,Services,South,0.13,0.39,0.5788,2,1764.06,22.5732,Very Poor (<600),2021
LN0002882,2024-12-31,Credit Card,2022-08-25,6364.0,3194.46,647,635,60,18.69,N/A,Central,0.3,0.9,0.6135,2,1763.82,55.215,Poor (600-649),2022
LN0002435,2024-12-31,SME Loan,2022-05-25,21281.96,9885.47,616,573,0,8.45,Healthcare,West,0.13,0.39,0.4574,2,1763.43,17.8386,Very Poor (<600),2022
LN0000949,2024-12-31,Credit Card,2022-10-27,12407.05,5916.78,568,577,0,18.45,N/A,West,0.15,0.45,0.6579,2,1751.69,29.6055,Very Poor (<600),2022
LN0001630,2024-12-31,Personal Loan,2023-10-08,21194.17,15118.01,704,699,30,9.52,N/A,West,0.06,0.18,0.6413,2,1745.13,11.5434,Fair (650-699),2023
